[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
[[Car0,(-1.199999999999998, 0, -9.599999999999998),(2.0,1.6999999999999993,5.0),0.0]],
